original_idx,index,wav_path,ref_wav_path,prompt_text,text,wav_asr_text,wer
25,25,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_15903802-common_voice_en_15903807.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_15903802.wav,Experts of geology agree: Yesterday's tsunami was just a herald of the imminent apocalypse.,Thousands of people die every year as a consequence of air pollution.,Thousands of people die every year as a consequence of air pollution.,0.0
26,26,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_15903802-common_voice_en_15903815.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_15903802.wav,Experts of geology agree: Yesterday's tsunami was just a herald of the imminent apocalypse.,History teaches us that humans do not learn from history.,"History teaches us that humans do not learn from history,",0.0
27,27,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_16666041-common_voice_en_16666040.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_16666041.wav,"Birds feed their offspring with spiders, worms, slugs and bugs.","I was well, but I'm all the better for being here.","I was well, but I'm all the better for being here.",0.0
28,28,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_167249-common_voice_en_167246.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_167249.wav,Play the song from the genre Sunshine Reggae that appeals to me.,what is the forecast for California for rain,What is the forecast for California for rain?,0.0
30,30,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17147545-common_voice_en_17147546.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17147545.wav,It's probably a good idea to merge the two subsections in the synopsis.,"Lions hunt their prey with sprints, whereas wolves take advantage of their stamina.","Lions hunt their prey with sprints, whereas wolves take advantage of their stamina.",0.0
31,31,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17161-common_voice_en_17159.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17161.wav,"On the second day, the boy climbed to the top of a cliff near the camp.",He must be disguised to avoid encounters with thieves.,He must be disguised to avoid encounters with thieves.,0.0
32,32,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17161-common_voice_en_17160.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17161.wav,"On the second day, the boy climbed to the top of a cliff near the camp.",The area was swirling in dust so intense that it hid the moon from view.,The area was swirling in dust so intense that it hid the moon from view.,0.0
33,33,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17249419-common_voice_en_17249428.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17249419.wav,"Using script blockers is generally a good idea, but it requires the user to learn a bit.","I heard the land where the hobbits live, the Shire, has actually been filmed in New Zealand.","I heard the land where the hobbits live, the Shire, has actually been filmed in New Zealand.",0.0
34,34,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17255102-common_voice_en_17255101.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17255102.wav,"I can reassure you, that we won't retreat until the oil until the peace is secured.","The salesman was like the rest of them, untrustworthy.","The salesman was like the rest of them, untrustworthy.",0.0
35,35,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17256676-common_voice_en_17256678.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17256676.wav,"Sometines, I need to clear my browser cache to save more storage space.","To her amazement, she found a supermarket trolley lying on the seabed.","To her amazement, she found a supermarket trolley lying on the seabed.",0.0
36,36,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17259121-common_voice_en_17259122.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17259121.wav,"This part of the town was half residential, half industrial.","This pepperoni tastes off, she said.","This pepperoni tastes off, she said.",0.0
38,38,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17263752-common_voice_en_17263755.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17263752.wav,"After the prince had been rescued, he showed evidence of Stockholm syndrome.","Spain is producing lots of lettuce, paprika and tomatoes.","Spain is producing lots of lettuce, paprika, and tomatoes.",0.0
39,39,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17263780-common_voice_en_17263781.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17263780.wav,"Early to bed, early to rise, makes you healthy, wealthy & wise.","The more you read, the better you will be understood.","The more you read, the better you will be understood.",0.0
40,40,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17263780-common_voice_en_17263782.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17263780.wav,"Early to bed, early to rise, makes you healthy, wealthy & wise.","If my stepfather sold this old sculpture, he'd probably become a millionaire.","If my stepfather sold this old sculpture, he'd probably become a millionaire.",0.0
41,41,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17267923-common_voice_en_17267922.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17267923.wav,"I pressed the button for my nurse, but he did not come.",Can we please leave now?,Can we please leave now?,0.0
42,42,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17268075-common_voice_en_17268076.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17268075.wav,"Pork cutlet is also very tasty, but our religion does not allow us to eat it.","Contrary to common belief, children won't gain computer literacy, if you just hand them tablet computers and smartphones.","Contrary to common belief, children won't gain computer literacy if you just hand them tablet computers and smartphones.",0.0
43,43,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17271507-common_voice_en_17271509.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17271507.wav,"Take this pill twice daily, once in the morning and once at bedtime.","Regarding your request, I have decided to heed your warnings.","Regarding your request, I have decided to heed your warnings.",0.0
44,44,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17271507-common_voice_en_17271510.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17271507.wav,"Take this pill twice daily, once in the morning and once at bedtime.","It was such a thrill, her veins were pumped full of adrenaline.","It was such a thrill, her veins were pumped full of adrenaline.",0.0
45,45,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17274522-common_voice_en_17274523.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17274522.wav,"Palm oil is cheap, but workers on illegal plantations get exploited and huge areas of jungle get destroyed for its production.","Nora finds herself ugly, because she has pimples.",Nora finds herself ugly because she has pimples.,0.0
47,47,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17274533-common_voice_en_17274531.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17274533.wav,"She put on her slippers, scaled the stairs, and went to bed.","If possible, we'd like the papers a week before and after each of these dates please.","If possible, we'd like the papers a week before and after each of these dates, please.",0.0
48,48,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17275818-common_voice_en_17275816.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17275818.wav,They're trying to get people with vague ideas for projects to come together.,"Television can make you dumb, but it can also be good education.","Television can make you dumb, but it can also be good education.",0.0
49,49,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17275818-common_voice_en_17275817.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17275818.wav,They're trying to get people with vague ideas for projects to come together.,"Ladies and gentlemen, this wagon is going to be detached.","Ladies and gentlemen, this wagon is going to be detached.",0.0
50,50,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17277080-common_voice_en_17277082.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17277080.wav,"Salmon is one of the most popular fish and very delicious, though usually not sustainable.","Three weeks later, he was feeling a lot better.","Three weeks later, he was feeling a lot better.",0.0
51,51,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17277080-common_voice_en_17277083.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17277080.wav,"Salmon is one of the most popular fish and very delicious, though usually not sustainable.","Little thieves are hanged, but great ones escape.","Little thieves are hanged, but great ones escape.",0.0
52,52,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17278904-common_voice_en_17278905.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17278904.wav,"Valuable or not, if he becomes a liability, I'll be forced to clean up after you.","With skin and hair completely, thoroughly out and out.","with skin and hair completely, thoroughly out and out.",0.0
53,53,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17278904-common_voice_en_17278909.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17278904.wav,"Valuable or not, if he becomes a liability, I'll be forced to clean up after you.","This part of the town was half residential, half industrial.","This part of the town was half residential, half industrial,",0.0
54,54,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17281385-common_voice_en_17281386.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17281385.wav,The hotel gives some complimentary water bottles to drink.,"As he couldn't prove his innocence, he was brought to the detention zone, as if guilty.","As he couldn't prove his innocence, he was brought to the detention zone as if guilty.",0.0
55,55,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17281385-common_voice_en_17281393.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17281385.wav,The hotel gives some complimentary water bottles to drink.,"Lifeguards were standing on a tower, staring at the water.",Lifeguards were standing on a tower staring at the water.,0.0
58,58,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17324784-common_voice_en_17324785.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17324784.wav,Not everything that is faced can be changed; but nothing can be changed until it is faced.,"Despite years of research, the problem remained intractable.","Despite years of research, the problem remained intractable",0.0
59,59,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17324784-common_voice_en_17324786.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17324784.wav,Not everything that is faced can be changed; but nothing can be changed until it is faced.,"As independent studies document, the Neanderthals developed simple tools such as spears.","As independent studies document, the Neanderthals developed simple tools such as spears,",0.0
60,60,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17347410-common_voice_en_17347409.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17347410.wav,"If possible, we'd like the papers a week before and after each of these dates please.","Worryingly, the radio signal became weaker.","Worryingly, the radio signal became weaker.",0.0
61,61,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17352169-common_voice_en_17352173.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17352169.wav,"Mrs. Travis, when I leave my kids in kindergarten, I expect you to supervise them.",This swallow is twittering without Internet connection and has a swarm of followers.,This swallow is twittering without internet connection and has a swarm of followers.,0.0
62,62,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_173534-common_voice_en_173537.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_173534.wav,"Lions hunt their prey with sprints, whereas wolves take advantage of their stamina.",Strip down the rig until you know exactly where the error is located.,Strip down the rig until you know exactly where the error is located.,0.0
63,63,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_173534-common_voice_en_173540.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_173534.wav,"Lions hunt their prey with sprints, whereas wolves take advantage of their stamina.","I like the avenger of the new episode, he really is a badass.",I like the Avenger of the new episode. He really is a badass.,0.0
64,64,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17369337-common_voice_en_17369336.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17369337.wav,Curiosity killed the cat; Satisfaction brought it back.,Does the new splinter cell game come with a multiplayer mode?,Does the new Splinter Cell game come with a multiplayer mode?,0.0
65,65,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17369851-common_voice_en_17369849.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17369851.wav,"It's a nice walk though, with trees and a river and stuff.",Do you know what they're up to?,Do you know what they're up to?,0.0
66,66,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17375252-common_voice_en_17375256.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17375252.wav,"Let it burn, it gives us warmth and comfort.","With skin and hair completely, thoroughly out and out.","with skin and hair completely, thoroughly out and out,",0.0
67,67,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17380945-common_voice_en_17380947.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17380945.wav,Verify if the configuration file is valid.,"Sooner or later, they'll find out how to read these hieroglyphics.","Sooner or later, they'll find out how to read these hieroglyphics.",0.0
68,68,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17389076-common_voice_en_17389120.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17389076.wav,"Kenneth reacted badly to the steroids, he's under observation for the next hour.",Can you do your babysitting from outside my office?,Can you do your babysitting from outside my office?,0.0
69,69,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17389984-common_voice_en_17389987.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17389984.wav,"She wasn't home, a neighbour said that he didn't think she came in last night.","Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.","Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",0.0
70,70,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17389984-common_voice_en_17389988.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17389984.wav,"She wasn't home, a neighbour said that he didn't think she came in last night.","Technically, breaking a mirror is not five years, but seven years of bad luck.","Technically, breaking a mirror is not five years, but seven years of bad luck.",0.0
72,72,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17406452-common_voice_en_17406455.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17406452.wav,"The combination of trumpets, violins and a drum set is quite unusual.","Yeah, I had a bit of a poke at that and failed to work out what was wrong.","Yeah, I had a bit of a poke at that and failed to work out what was wrong.",0.0
73,73,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17406452-common_voice_en_17406466.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17406452.wav,"The combination of trumpets, violins and a drum set is quite unusual.","When you're at a party and somebody says ""banana bread"", a sniper might be near you.",When you're at a party and somebody says banana bread a sniper might be near you,0.0
74,74,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17406732-common_voice_en_17406734.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17406732.wav,"The more you read, the better you will be understood.","They both stormed out, neither thinking to fill me in on where they were going.","They both stormed out, neither thinking to fill me in on where they were going.",0.0
75,75,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17406732-common_voice_en_17406735.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17406732.wav,"The more you read, the better you will be understood.","When you're at a party and somebody says ""banana bread"", a sniper might be near you.","When you're at a party and somebody says banana bread, a sniper might be near you.",0.0
76,76,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17429166-common_voice_en_17429168.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17429166.wav,"When he was in hospital, the nurse took an x-ray photograph of his arm.",Will no one go?,Will no one go?,0.0
77,77,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17429166-common_voice_en_17429171.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17429166.wav,"When he was in hospital, the nurse took an x-ray photograph of his arm.","One key is for encryption, the other one for decryption.","One key is for encryption, the other one for decryption.",0.0
78,78,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17442686-common_voice_en_17442688.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17442686.wav,"""You're a good lad, you know?"" he told his son with stern eyes.",Do the roses compete in athletic events?,Do the roses compete in athletic events?,0.0
79,79,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17444666-common_voice_en_17444667.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17444666.wav,"Before we begin with the actual baptism, let's renew our creed.","He paused, looked back at the house, but then pocketed the keys, opened the gate and strode down the path quickly.","He paused, looked back at the house, but then pocketed the keys, opened the gate and strode down the path quickly.",0.0
80,80,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17444666-common_voice_en_17444668.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17444666.wav,"Before we begin with the actual baptism, let's renew our creed.","To summarize, our comprehensive survey discloses the true versatility of their method.","To summarize, our comprehensive survey discloses the true versatility of their method.",0.0
81,81,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17451108-common_voice_en_17451109.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17451108.wav,"Nora finds herself ugly, because she has pimples.","He always stutters when he's nervous, that's why he delegated the speech.",He always stutters when he's nervous. That's why he delegated the speech.,0.0
82,82,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17502-common_voice_en_17503.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17502.wav,"Not only did he manage to do it, he did it professionally!",Songs are made to make you feel.,Songs are made to make you feel,0.0
83,83,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17519982-common_voice_en_17519985.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17519982.wav,"In general, people have difficulties estimating risks correctly.","Real schools, secondary schools giving a general practical education.","Real schools, secondary schools giving a general practical education.",0.0
84,84,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17519982-common_voice_en_17519988.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17519982.wav,"In general, people have difficulties estimating risks correctly.","Well, you shouldn't have any trouble then.","Well, you shouldn't have any trouble then.",0.0
85,85,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_175348-common_voice_en_175349.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_175348.wav,That’s because I want to remove the old grout from the bathroom tile.,"Any edition is fine, and I use the premium edition.",Any edition is fine and I use the premium edition.,0.0
86,86,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_175348-common_voice_en_175350.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_175348.wav,That’s because I want to remove the old grout from the bathroom tile.,"If you just read the code, you'll miss out on why I made certain decisions.","If you just read the code, you'll miss out on why I made certain decisions.",0.0
87,87,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17578783-common_voice_en_17578780.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17578783.wav,"Check whether the website is funded by ads, donations, or others.","Come on, just stop thinking about it.","Come on, just stop thinking about it.",0.0
88,88,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17578783-common_voice_en_17578781.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17578783.wav,"Check whether the website is funded by ads, donations, or others.",Did the president just lie again?,Did the president just lie again?,0.0
89,89,/home/hqx/Spark-TTS/example/seedtts-results-male_moderate_moderate/wav/common_voice_en_17662945-common_voice_en_17662954.wav,/root/.cache/huggingface/datasets/downloads/extracted/b0a1de931f49ad14fa25e36a9c878dfce44b29e55e4d3e0c6ba5599b8b11efe9/en/prompt-wavs/common_voice_en_17662945.wav,"At the airport, the woman threw herself into revision for college so she could experience university.","When the carpet and the curtains caught fire, it was getting warm.","When the carpet and the curtains caught fire, it was getting warm.",0.0
